tds,turbidity,ph,quality_label
191.1737263416714,0.3568631708357035,7.313882097498578,Excellent
165.14122621497637,0.3706131074881929,7.1871785513829565,Excellent
199.84771491589237,0.1,7.277199117750678,Excellent
238.72206911244936,0.7999549266634578,7.389969951108972,Excellent
249.8734868662133,0.8579125895685159,7.386279891156368,Excellent
253.84996636382536,1.6668174908108178,7.263408745405409,Excellent
196.83786005864908,0.15159475074139658,7.155524780065939,Excellent
526.9541166121436,0.14528273357932808,7.0840990185843555,Excellent
272.4401091832233,0.19262283112620493,7.302568239514558,Excellent
584.4213304768099,3.819862667533853,6.8888090137160525,Excellent
272.0278996571716,0.41838662095620627,7.034571240624082,Excellent
205.36815483164327,0.9009676977704801,7.002232247464915,Excellent
198.58730113570346,1.1108996214321782,7.287907925272505,Excellent
143.4745523407889,0.15,7.193564187263111,Excellent
276.8372541313911,0.49077891973783533,7.352393389774209,Excellent
444.13871427069654,0.3447143407792856,7.106523807855173,Excellent
335.5578106216317,0.22021444741090687,7.095724842667329,Excellent
383.0804604298671,0.5115364819055565,7.311231244342666,Excellent
197.5232788248134,0.44295177369361693,7.000524944514773,Excellent
222.60731599760783,0.9130413625164823,7.205241788302883,Excellent
166.9311565474208,0.8426939284524889,7.254809583194571,Excellent
330.6495762493263,0.908412644153032,7.35197522423805,Excellent
200.05048507300347,0.38757213627315645,6.940485073003477,Excellent
415.5735683447064,1.0635683447063995,7.224007209986815,Excellent
169.3604558934555,0.31707931792797556,7.401693847239413,Excellent
808.2317906312173,3.040697713439065,6.752534783527647,Excellent
420.9001822189415,0.2323975018454101,7.253801249077295,Excellent
152.36395086878073,1.582098262438507,7.261865122167562,Excellent
127.50517504741985,0.7672089269135225,7.125697768271619,Excellent
166.8882772281823,0.1,7.196958649225042,Excellent
441.686029612693,0.39937719414792483,7.169584796098617,Excellent
311.0204447527842,0.22551312177391453,7.080826656818968,Excellent
204.97774857161295,0.34563210869428407,7.344786938617477,Excellent
160.59027219177446,0.17819053424211986,7.054027219177446,Excellent
397.26741336425954,0.3502748600826637,7.2205497201653275,Excellent
503.9519543875924,0.37219327390443363,7.292927251678987,Excellent
248.44974914263207,0.10759582408925669,7.189114988907107,Excellent
170.46916504006478,0.1763883466882596,7.209444661324697,Excellent
274.4948008918212,0.7200111477656036,7.307599554089376,Excellent
570.9759530964338,0.12812405476158795,7.210935451983441,Excellent
106.20323096368348,0.3160258030695733,7.117205160613914,Excellent
501.72670525788703,0.5456361046242132,7.281870240875337,Excellent
557.835115645624,0.7484017630181394,7.101135654485627,Excellent
187.29464286214463,0.33467532285650087,7.129285724289245,Excellent
550.5047066545465,1.120321114812802,6.255855801271702,Excellent
423.08177491120153,0.5186688165988316,7.0235549143477165,Excellent
304.33777247527394,0.3951765332760498,7.339892544962405,Excellent
230.18817167083597,0.27304721527335946,7.373905569453281,Excellent
104.73385423202099,0.37676856949303505,7.144524104920572,Excellent
169.43458533292068,0.20333653267309992,7.384790266955519,Excellent
149.88659559517413,0.25056723349918353,7.151631298225531,Excellent
188.5158052333387,0.3631460749959744,6.97041205829442,Excellent
569.8670395575283,0.2440303340499779,7.295755687634371,Excellent
261.8072401285067,0.632606191596251,7.243696904201874,Excellent
94.37778303926757,0.4591895276056509,7.2302344147230135,Excellent
130.1025657046603,0.12230060197708965,7.192035499293897,Excellent
357.22694882245526,0.40962495231665236,7.256806874534866,Excellent
182.62393993307953,0.34141342256062096,7.30312717972357,Excellent
466.3200701530701,7.2282967688296385,7.381342687076017,Excellent
221.5339804780021,0.4065707313572174,7.182302447426782,Excellent
300.0302171554872,0.18843819648583338,7.252765872472361,Excellent
323.67897913934416,0.6349780307372798,7.067469817623068,Excellent
459.01614626633534,0.3688649195096114,7.366788111252483,Excellent
381.51051283252633,0.15275403119296752,7.1684710427017775,Excellent
305.0294178505671,0.8150519690828502,7.2176299227071254,Excellent
190.32158503262758,0.6894766286907631,7.268942068356626,Excellent
374.23056443351237,0.45250649457355685,6.971128867024781,Excellent
522.7450937020752,0.681635432641595,7.227596063039823,Excellent
228.64916302753699,0.5111503392666227,7.086445854252264,Excellent
255.8339335978615,0.47332997770928364,6.902424547480974,Excellent
238.07189360814482,0.5702468100323151,7.199629784951528,Excellent
207.2839788438287,0.1,7.473978843828701,Excellent
174.1564533133376,0.13924447777064272,7.009244477770642,Excellent
290.001540036429,0.690636541303336,6.645975351975457,Excellent
134.36543807553778,0.1,7.060350460430212,Excellent
194.03633833294091,0.29285575700494626,7.096875606310336,Excellent
186.60795698114882,0.5620967924151661,7.232706100613586,Excellent
196.60947259458064,0.4009794672074297,7.438342440110504,Excellent
296.5160669612581,0.5623864470621366,7.196053247634005,Excellent
159.84557497737717,0.45212511311407977,7.148850045245632,Excellent
274.41682852987867,0.3868265115471068,7.236828529878689,Excellent
270.92862394179537,0.1447547446491561,7.217016350356722,Excellent
265.48914338542306,1.680095945987882,7.2697858463557665,Excellent
223.70923162621563,0.23358945792811997,7.41717891585624,Excellent
173.5155653489357,1.2743817668115358,7.117809116594231,Excellent
186.43734545611719,0.13684628070596364,7.4494611578821095,Excellent
230.8372803897352,0.6355420661951364,7.2825817738937255,Excellent
155.73346607147138,0.2896351503714328,7.3863515037143275,Excellent
167.27636190709694,0.48606077075267157,7.021820405161066,Excellent
106.16205834892371,0.2812075647019065,7.110274446523161,Excellent
199.4227627184082,0.41962707377247,7.259305076332338,Excellent
173.50272004746583,0.1381601423974906,6.991519968356114,Excellent
183.61173956130855,0.10917395613085532,7.173129228336052,Excellent
115.95787999744095,0.10090100108759292,7.359628999552168,Excellent
66.41216335980076,0.845289626137634,7.144737239040422,Excellent
380.7193654369473,0.41574443845904085,7.013418610874506,Excellent
81.87749035673042,0.8284344144932664,7.15084156135129,Excellent
161.77596367989915,1.1634467960071255,7.2146258441946,Excellent
443.9927217539593,0.5543691454167311,7.071845727083655,Excellent
198.64254742875687,0.3041386130660777,7.324649632679551,Excellent
205.81663663611116,0.11429858452379237,7.303740882539774,Excellent
157.7470866046962,0.4312598140886299,7.328700779109184,Excellent
121.31025387800747,0.6790042395118192,7.366406204811956,Excellent
228.0661592879805,0.1,7.083200593349576,Excellent
233.88687619830694,0.14335712817448776,7.122261880290813,Excellent
282.39406409944604,0.14588659328781356,7.2180788916258685,Excellent
546.6301130350973,0.23472494367396976,7.189886964902713,Excellent
222.93663760904064,1.4269431937410986,7.20007280394079,Excellent
295.5654684871396,0.3951680493084444,7.1053615047822225,Excellent
239.82677795014428,0.8863423932830219,7.312510869798003,Excellent
268.99555874971486,1.099050356898478,7.4452374107753805,Excellent
300.0546390068331,0.19036623738156083,7.267868859488893,Excellent
160.1684424381837,0.2118417210708321,7.153399282887154,Excellent
190.59260550149105,1.7938073423521457,7.2,Excellent
281.8903484363406,0.3111807892698926,7.028470774389475,Excellent
232.02461542777354,1.0644616362866353,7.152922973343562,Excellent
127.56533522805421,0.20539627416601092,7.341890327223034,Excellent
209.9003463429732,0.19326253004948607,7.187150779484538,Excellent
269.73739630873786,0.7535323406033307,7.078424538592229,Excellent
584.8760519138699,0.22893444965832735,7.429826953766977,Excellent
509.77637716313956,0.3515428452120167,7.044697129733218,Excellent
160.61,0.3382426377751469,7.300334507763307,Excellent
239.7161175226558,0.1,7.20722350453116,Excellent
272.7393764931347,2.721084359765732,7.210650615859439,Excellent
215.38400352769702,0.938492062681746,7.252836567055585,Excellent
150.71912349164236,0.12634168994740538,7.179025069842216,Excellent
196.59757286832607,0.191206755462741,7.181220376211168,Excellent
382.9466839585158,0.26456844002683,7.356515256991281,Excellent
272.63868458756235,0.3414640599909251,7.371861127480716,Excellent
558.9430106543776,0.7898419062077338,7.6008855538087206,Excellent
255.73427541459876,1.4029872627743591,7.354758471532923,Excellent
309.5115296950486,0.7402519511081966,7.24293341454307,Excellent
146.41049274952397,0.13536495463200365,6.870848489134021,Excellent
192.6223583361211,0.5413605785313914,7.140907052354261,Excellent
205.12694961988882,0.22485030770905035,7.216900325809583,Excellent
414.99647486986595,2.727459678146653,6.99792285849638,Excellent
244.49676089624614,0.12147101152820577,7.020438425066663,Excellent
246.98556806898497,0.11392017246243615,7.034431931015026,Excellent
292.1909618928793,1.3489198021656086,7.060580821672099,Excellent
171.99226948934293,0.40117594510960386,7.221596882627684,Excellent
146.16419113307663,0.2296764532306495,7.475264630666148,Excellent
227.70754517322888,0.3974046342945904,7.315070269467143,Excellent
155.66585188189424,0.32207405905287745,7.377972227855171,Excellent
238.98174867323306,0.3684708111275846,7.147978771729153,Excellent
509.6696917113622,0.27899090290660833,7.034232648282458,Excellent
206.23,0.4527940539559501,7.2611446603148,Excellent
526.9939489723537,0.17324828725596456,7.024649657451192,Excellent
208.46341590348325,0.25737070956299873,7.103820080430623,Excellent
288.31771153796655,0.10316196582296495,7.225013675961616,Excellent
193.3958709318728,0.13293546593639546,7.364701599452297,Excellent
268.06685246663517,0.4551506729769089,7.070700223852234,Excellent
126.22405224470148,0.5167271958181345,7.240285653857105,Excellent
207.75876266715497,0.7057948072231478,7.288480841873959,Excellent
574.8413358802549,0.14113634743020897,7.078059859847409,Excellent
174.82510781469819,0.16248203088363675,7.321348830139998,Excellent
390.2465365079552,0.5426204707699991,7.2190328407128055,Excellent
164.06111042340146,0.5136753194766996,7.2726493610466,Excellent
201.28492678478221,0.7752043933100398,7.20380109832751,Excellent
165.7661971187364,0.3586782528908963,7.24776812259092,Excellent
265.8364701880416,0.15089267432619524,7.37,Excellent
194.7970086455314,0.6876457951251618,7.008947078859247,Excellent
195.9306947236894,2.281346648530571,7.282012839654479,Excellent
171.63609958972083,1.009546601640447,7.086417363368191,Excellent
137.72713972424535,0.1434279448490727,7.383998355228816,Excellent
232.28232493423545,0.28966541296048376,7.340541557059067,Excellent
348.80561604540236,0.6499534207321236,7.06,Excellent
125.95305491368093,0.563832948208558,7.238804335993767,Excellent
129.91819365459338,0.24568069755470107,7.151439767481766,Excellent
282.4600153823984,0.1,7.244998077200198,Excellent
184.2884435699971,0.1,7.096991923847718,Excellent
176.71018305494383,0.17926778022463452,7.214679653848277,Excellent
211.5323909448811,0.7955123453316573,7.402926954443047,Excellent
60.40184099893814,0.9974193407648149,7.354268491507426,Excellent
196.72995385231846,0.1,7.190669141382086,Excellent
371.2229333167666,0.16771628080349404,7.065144187202329,Excellent
289.6984172293399,0.24943996476583585,7.067816518257986,Excellent
223.33107140304745,0.1545000357335526,7.177642770361372,Excellent
122.06274880578061,0.16290047768775515,7.229981041011607,Excellent
213.256590797112,0.30681840577593955,7.10659079711203,Excellent
265.66418819617843,0.7458738607989979,7.067140640822236,Excellent
184.59602314718776,0.6939768528122466,7.194578704099161,Excellent
146.15319529377902,0.22527811751160698,7.45620517588363,Excellent
224.69308748092232,0.28044595415861245,7.324854198462793,Excellent
249.10364813514846,0.2204722027226892,7.384892610792157,Excellent
517.5456003338553,0.6831545318988983,7.120894942466096,Excellent
487.86800998465026,0.15429997807183218,7.151400043856335,Excellent
202.1850501107026,0.19901053198187188,7.10623747232435,Excellent
317.6937071228893,0.3040617775403626,7.239862699152248,Excellent
156.91920278725775,0.978657138783737,7.20503484072179,Excellent
208.57109140144036,1.1292769122429867,7.4145907244598686,Excellent
203.92268655312566,0.15316417302111413,7.162746275208031,Excellent
176.3638730454325,1.3068435405820527,7.328780063298298,Excellent
247.36597298613506,0.1,7.110122030723181,Excellent
541.8122024488433,0.43730813098760923,7.260155729879477,Excellent
248.54296782969604,0.14344916526770263,7.2321389983212425,Excellent
249.8502650704626,0.9228656939502858,7.155013742348808,Excellent
145.22574763484212,0.1359417618866396,7.39188352377328,Excellent
245.89960792966855,0.45526064470500693,7.292352421988732,Excellent
305.46982204930464,0.12286476438051805,7.385088975347683,Excellent
680.4272116283396,1.183149514856429,7.198027198252169,Excellent
218.0590940393212,0.3936066264486049,7.3731794705091005,Excellent
220.44166324698094,0.16353952936307242,7.244584188254771,Excellent
231.6043964808238,0.9445515539770871,7.218172669034369,Excellent
202.26787039210743,0.7085049736847346,7.325458455264049,Excellent
168.99085165690497,0.8643477415446358,7.34088147591157,Excellent
494.7319148947614,0.9586088380585693,7.673224226811331,Excellent
198.14689670160794,0.11814302854285957,7.242944377788888,Excellent
163.99623673831073,0.41743984468146333,6.947526523378538,Excellent
180.05439242618812,0.48312750073878374,7.253127500738784,Excellent
463.62884445136893,0.42527782105588385,7.313114791156117,Excellent
212.73897787335775,0.1,7.305911493430991,Excellent
228.86700008356172,0.3296876305651866,7.125937526113037,Excellent
147.0514873044314,0.5029431649332843,7.205801692742482,Excellent
160.61368361676602,0.33654660928185437,7.3088488697606175,Excellent
310.19504882037387,0.1,7.260917967340705,Excellent
188.04568700027798,0.8213029317026306,7.2691501332592106,Excellent
535.113337819896,0.6904065338012961,7.112420951760859,Excellent
294.58379706145695,0.15860881562914908,7.582080399764523,Excellent
223.30541247458422,0.1,7.337680368035336,Excellent
124.58810813712913,0.19312740898155428,7.147721984228808,Excellent
182.6147868110406,0.3536175852792169,7.373301115355497,Excellent
121.38304610664538,0.2180382421569858,7.406778411546485,Excellent
417.88508756872614,0.5822789325325052,7.164562156369146,Excellent
261.5513355689947,0.626305370659328,7.265949663805459,Excellent
195.0202063081339,0.12648328165876638,7.258276025518365,Excellent
428.1011085716712,0.21179252769647242,7.384103736151764,Excellent
672.3859941049616,5.791959826523229,7.376122513030673,Excellent
257.96689218159554,0.22650049777169146,7.213606325089364,Excellent
228.66294552488776,0.16868665584273845,7.2185367370222,Excellent
181.4759176934614,0.28865725554910915,7.225890656868433,Excellent
